,Consumer complaint narrative
5165,Hard inquiry done twice on same day for same purpose with XXXX XXXX XXXX XXXX
5166,"Wells Fargo has charged me over {$150.00} on overdraft fees when the cause the overdraft by reversing a credit that they have given me : Ref : XX/XX/19 for  {$120.00}. After giving me the credit, Wells Fargo again snatched back out of my account without warning - no heads-up no let just took my money and gave it to their merchant who was one of their banking clients. Just today, Wells Fargo charged me an overdraft fee of {$35.00} for a purchase I am unaware of : Posted Transactions XX/XX/19 OVERDRAFT FEE FOR A TRANSACTION POSTED ON XX/XX/XXXX {$27.00} PURCHASE AUTHORIZED ON XX/XX/XXXX XXXX XXXX XXXX XXXX {$35.00}. 

This is blatantly unfair that wells fargo do not have balanced their books properly or fail to do so ... .telling me that I have X number of dollars available and then sock me with an overdraft fee. The last four numbers of my non-profit business account Account number XXXX. Wells Fargo has unlawfully paid wrongly merchant approximately {$2000.00} over the last 2 years from my account. Please do your job and stop this thief bank from stealing money from me."
5169,XXXX and XXXX they never responded to these and are still open and the description of what took place is very outlined and it was all and ceated by wells fargo they lied/remove/delete and added all kinds of activity please read all the explanations and they are trying to get away with everything and was created by them please look at the explanations and they also deleted all kinds of statements and added all kinds of activity that had nothing to do with me and created all these accounts. enough is enough
5171,"upon logging into my Wells Fargo business checking account I was redirected to a page saying I was Pre-approved for a XXXX credit card from Wells Fargo. It clearly stated pre-approved not pre-qualified. I called them up and they proceeded to try and claim that it said pre-qualified not pre-approved. When I was adamant, the rep then very suspiciously asked whether I had proof or not. He then said to email him whatever I had. 

Based on the advertisement I received i applied for credit, which then had a negative impact on my crdit score. Had I known I was only prequalified I would not have filled out the application."
5172,"XXXX Wells Fargo Security : Account On Temporary Hold! Due to some suspicious activity we need to verify this account belongs to you. Verify at XXXX XXXX XXXX second time in a week this happened. Yesterday XXXX bank and I reported it. 

Get the XXXX!"
5173,"I have requested that the charged off credit card no longer be reported on my consumer report. 

Pursuant to 15 USC 1681 ( a ) ( 4 ) : There is a need to insure that consumer reporting agencies exercise their grave responsibilities with fairness, impartiality, and a respect for the consumer 's right to privacy. 

You must comply with my request for privacy by no longer reporting this account and making it accessible in the public domain."
5176,Wells Fargo sent me a free intrest for 18 months application. I responded with a request for XXXX plus to pay XXXX who were charging me intrest on that amount..Wells Fargo turned down my application and I assumed that was the end of it. Two weeks later I recieved a bill from Wells for XXXX plus that they said I agreed to and this went to XXXX. I agreed to nothing in regards to Wells and was surprised they did this. I spoke to a Wells person a few weeks back and she suggested I contact XXXX and request the funds that Wells sent them back to me. I find this not the proper way to do this.I have good credit and dont want this to damage it. Wells Fargo is dishonest with these tactics.
5178,"I'm not swayed that Bureaus efficiently pleased the principles of the Fair Credit Reporting Act in completing their investigation. The 3 Credit Bureaus are reporting inaccurate information on WELLS FARGO BANK. Per FCRA, reporting must be 100 % accurate or the information must be deleted."
5179,"On XX/XX/2021 I purchased electric fireplace from XXXX XXXX XXXX XXXX Total amount was {$1600.00}. The item arrived damaged and as per policy I requested to have this item returned. Even though I was eligible for XXXX pickup which I requested multiple times but did not get any pickup, i was forced to make a store return. 

XX/XX/2021 - My BF and my son had to take 3 very large boxes to our local XXXX XXXX XXXX XXXX store for a return. Address : XXXX XXXX XXXX Pl, XXXX, CA XXXX. Manager was assisting them and it was impossible for them not to be seen by everyone since what they were carrying was gigantic and required multiple employees assistance to process the refund. XXXX XXXX XXXX XXXX  did provide a return receipt that I unfortunately did not keep. I have never experienced an issue where a refund did not post and when cleaning the next day, I threw the receipt out. 

XX/XX/2021 - After seeing that no refund has posted to my XXXX XXXX card, I got concerned and called the local store. I was told there is nothing they can do for me, the refund was processed and I would have to call my credit card. 

XX/XX/2021 - I submitted dispute to Wells Fargo and provided all needed information. 
Dispute # XXXX XX/XX/2021 - I received notice from Wells Fargo that my dispute is closed and that I am responsible for the charge due to not having evidence. There is nothing else they can do for me and my only action is to work this out with bed bath and beyond. Which I already tried and was told to contact my credit card company. 

I am hereby asking for assistance in receiving credit that is owed to me. XXXXXXXX XXXX XXXX XXXX  has video cameras and I can provide an approximate time as well as pictures of my BF and my son. It is impossible not to identify them on camera simply due to the size of the boxes and the amount of them not to mention see other associates on camera assisting. You can clearly see my BF left without the item."
5181,"My credit report is showing a late payment from XXXX of 2018. At the time I didn't think much of it but now my credit score is being heavily affected by it in spite of my otherwise excellent track record.

At the time I never received any correspondence from Well Fargo that a payment was late until it had already been over 30 days past due. I remember making the minimum payment as soon as I noticed the balance, but the blemish still remains on my credit report. I have asked WF a few times to fix it but they haven't, so it still shows up as a delinquency. 

I've attached images of bank statement emails from XXXX and XXXX of that year, and it's clear that the minimum payment went back to the normal ( {$58.00} ) in XX/XX/2018, indicating I paid what was overdue. I would include statements, but those are unfortunately no longer available from the website. 

I have been a long-time client of Wells Fargo and this is the only blemish on an otherwise perfect track record."
5183,"I rented a card in XXXX XXXX onXX/XX/XXXX toXX/XX/XXXX.
The rental card was foXXXX XXXX per week and we paid cash. They ask me for copy of the passport driver license and credit card to secured that I will return the car.
The car have break problems and returned 15 minutes later.
They did n't have a similar car and they gave me an upgrade for XXXX additionals.
To my surprise onXX/XX/XXXX i saw two credit card charges one for XXXX and another for XXXX. I call the Wells Fargo and told them that those charges were not authorized by me and hold payment until they investigate.
On Monday was another charge for XXXX and also told the bank that is fraud.
They are refusing the reverse those charges I ask them to contact the merchant and request an authorization from me and they are refusing.
The card number is XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX FL XXXX"
5184,"I have been with Wells Fargo since the 1990s, and have also been in business since that time. This morning, I was solicited by a Wells Fargo Bank Personal Banker, in the branch, for a "" Wells Fargo Business Credit Card ''. Although I immediately declined interest ( as I have enough revolving credit available already ), the employee tried to sell me on the fact that "" this business card would build the business 's credit ''. Being very familiar with Wells Fargo 's "" sales practices '' and their history of unethical credit sales practices ( for which they have been fined in the past by the U.S. government ) ; AND, my knowledge and experience with business credit, I expressed my skepticism to the banker. I tried to give her the benefit of the doubt, and allow her to address my reticence, but she became quite defensive, argumentative, and rude. So, I stuck to my declination, and decided to look into her claims later. I've now done that, and not surprisingly, she was lying through her teeth ( as I suspected ). According to XXXX ( since Wells Fargo does not make the necessary information readily available online ), like most retail "" business '' credit cards, they "" do not help build your business credit ''. The reason I am so upset, is because not only has Wells Fargo been punished for unethical practices involving their credit products in the past, but most customers are not as savvy about credit as I am, and I know that this dishonest practice has undoubtedly enticed countless others into availing themselves of this Wells Fargo product, for a promised benefit that is not available. I also know this is not an isolated issue, because I've received the same dishonest "" pitch '' for this exact same product for decades, from employees in branches across the country. What made this occasion more objectionable, is the attitude that the employee had. Previous employees have acknowledged their lack of understanding and certainty about the false claim ; this one became defensive, argumentative, and rude -- another tactic that likely coerces customers of a different constitution. Since unnecessary credit has a tangibly negative impact on consumers, I believe that this issue ought to be adequately investigated by the CFPB, and that they should hold Wells Fargo accountable for the continued pattern of unethical credit sales practices ( since they clearly have not learned their lesson from the last round of fines )."
5187,"I obtained a secure credit card from wells fargo in XXXX. I was told that if i pay my bill on time that my card would graduate to a regular credit card ; later i was told there were other factors involved in the graduation process. from then on every time i inquire about the cards graduation status they tell me for different reasons my card is not eligible to graduate. they never disclose the exact reasons why, they only say maybe your credit score is too low or there are negative items on your credit. when asked if there is a threshold for credit scores they say they dont know. when asked what are the negative things on my credit they dont know. they cant tell me what my credit score is or what specifically is negative on my credit report so that i may address it. they continually deny the graduation of my card and do not provide a adverse action notice."
5188,I did not apply for a wellsFargo Credit card back in XXXX I went into the bank and spoke with a representative about this issue. I did not authorize However they send me a record of the application and reference number and we still going back and fourth and I did not tell no associate nor bank representative my mother / grandmother did anything this is absolutely unacceptable. It really XXXX me off because she been deceased since XXXX. Yes Wells Fargo showing me documentation but at the same time how about show pictures/ or the voice recording of the conversation that me and the bank representative had. Any body can present documents However still does not justified the fact that the credit card was fraudulent!!!
5189,"This is XXXX XXXX, who is submitting this CFPB complaint myself, and to inform you that there is no third party involved in the process. This account is inaccurately and erroneously reporting. Their intentional and willful furnishing of inaccurate information is a violation of FCRA Section 623 and according to FCRA Section 611. I have done many attempts to reach out to THE 3 Credit Bureaus but they failed to give me any results or feedbacks about this concern. Please investigate and remove it from my personal credit file. Thank you."
5190,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX, OR XXXX ( XXXX ) XXXX XXXXXXXXXXXX XXXX XXXX, XXXX Dear Wells Fargo, Back in XXXX of this year I had finally filed a complaint against Wells Fargo XXXX Credit Card with Consumer Financial Protection Bureau - Case number : XXXX, due to processing violations, lack of billing consistency and poor customer service to correct problems. 

Since then, XXXX closed my card, once again increased my interest rate and applied a penalty to my card because XXXX has been sending my bills to the wrong address. The card belonging to XXXX XXXX had been sent to her address - she did not pay nor did she forward me the bill. The card for XXXX XXXX has been sent to the correct address and has been paid. 

I tried to call XXXX Credit Card department multiple times to fix these problems. If I made contact with a person, I was hung up on for pointing out their inflexibility to assist with my situation in the wake of your own fraud. My call usually got lost within their automated system ; being transferred and looped through, only to be disconnected. 

I am drowning in penalties and interest that has been tacked onto my account through XXXX XXXX purposeful manipulation of the system. This is unacceptable. My personal credit cards have had none of these issues. This is one more way Wells Fargo has falsified information and engaged in illegal business practices to meet their financial goals. There is no ethical consideration for the harm and stress you are inflicting on people and small businesses. 

I am requesting you cut my debt in half and reduce my interest rate for the current bankrate because half of the debt is from the penalties and interest rates you have compounded due to XXXX XXXX illegal manipulations. 

Disgusted Client, XXXX XXXX Cc : Oregon Department of Justice Consumer Financial Protection Bureau Federal Trade Commission XXXX - I received a credit card application from Wells Fargo, after they closed my business account. They are still trying to open accounts to meet their financial goals despite all the illegal activity theyve been caught participating in. Credit card debt is at an all time high - this is XXXX of the major factors."
5191,"I applied for a Secured Card from Wells Fargo in XX/XX/XXXXwith the hope to build credit history and on their word heard that I would be able to apply to upgrade to a credit card when my credit score is built up. I had to keep a deposit of {$300.00} and so I did. I stepped in the bank one year later, in XX/XX/XXXX requesting to fill the application for upgrading to the regular credit card and I was denied the request to upgrade because I am not a XXXX XXXX of this country. That seems unfair and un-moral given the prior information they gave me when I applied for the secure credit card. This is a warning which should be given prior because I am now stuck with a secure card, paying a yearly fee, with {$300.00} of my earned money stuck with a bank."
5197,"On XX/XX/2021, My credit card was closed by Wells Fargo Bank, the bank do not indicate any reason. And the reward account link to that card goes to XX/XX/XXXXafter closing, there is no way to redeem all the rewards."
5200,I opened a Cashwise Visa Signature card with Wells Fargo Bank in XXXX of XXXX. I was assigned a credit limit of {$7200.00}. I made one charge of {$610.00} in XXXX of XXXX and have been paying on time ever since. I just received a letter from Wells Fargo in the mail on XX/XX/XXXX and much to my surprise they lowered my credit line from {$7200.00} to {$700.00}. The letter indicated my credit line was lowered as I did not have a Wells Fargo Checking or Savings account or any other line of business that they offer. I called their customer service line and they apologized for what was happening but made no effort to save me as a customer. I have had Auto and Home loans since XXXX and a Platinum Visa since XXXX. If they are trying to rebrand their image they have failed.
5201,"Wells Fargo, XXXX XXXX XXXX, XXXX XXXX, SD XXXX branch and headquarters owes me a {$50.00} refund after I paid {$50.00} on a pre-pay debit card that was never applied to my account and closed by Wells Fargo in XX/XX/2020. I was told by the Wells Fargo XXXX ( XXXX ) XXXX customer service number a {$50.00} check would be mailed, and should arrive in early XXXX and it never did arrive, only Wells Fargo Card Services billing statement showing - {$50.00} charging my bank account frivolously."
5202,I have opted out of all advertisement from Wells Fargo and am now reviving credit card offers as well as soft pulls on my credit report from them. I have not accounts other then a mortgage with them. The opt-out from advertisement should cover all items and services. In addition they inquired about credit with out permission in their credit card services. When bring the issue to their attention I waited on hold for XXXX hours only to be hung up on! Opt out means do not contact unless is regarding current accounts. Not here is a credit card offer!
5204,I was paying my monthly payments on time and everytime. Today I received a letter from wells fargo that they have lowered my credit limit from {$7000.00} to {$5100.00}. Their decision has brought my account within near the maximum limit. Therefore it will further have a negative effect on my credit score. I deem their decision to be of a discriminative and unfair business practice. I am a XXXX year old XXXX senior citizen. I no longer work but i was trying my best to keep up the payments and keep the account in good standing unitl they decided to take this inhumane action. We have been and still are in the middle of a pandemic and they take advantage of the disadvanged. Wells fargo and so many other companies depend and control our lives solely on information obtained from the credit bureaus. Which most of the time is incorrect and false and not reliable information.
5205,"Wells Fargo did not make a reasonable effort to get in touch with me regarding a delinquent credit card payment, which eventually resulted in a 30 day late. The phone number they had on file was an old and obsolete phone number that should have been updated in XXXX when unnecessary accounts were opened for me. Their collections department contact the old number on file and did not use the alternative phone numbers they had on file to get in touch with me. I believe that Wells Fargo holds equal responsibility in this matter and should recall the 30-day late they reported to the credit bureaus. I have paid this credit card as agreed for 11 years and have not had a single 30 day late. This is not a situation in which I am asking for a favor. This is a situation in which Wells Fargo has equal responsibility for not making a diligent enough effort to contact me. 

I tried to resolve this matter with Wells Fargo 's Customer Advocacy Group, and the representative XXXX lied and contradicted herself multiple times. She told me that she started working my case on XX/XX/XXXX, the day after it was submitted on XX/XX/XXXX. When I followed up regarding this case on XX/XX/XXXX, she told me that she also sent me an email XX/XX/XXXX, which was never sent and is not in either of my inboxes. After a frustrating conversation with her, I felt it was necessary to hang up in order to cool off. I called back about 15 minutes later. During this call, XXXX told me that she had not actually even started working my case yet. On the prior call, however, she kept telling that it was my responsibility to pay the credit bill on time. I find it absolutely shocking and completely unprofessional to treat a consumer the way I was treated. Absolutely unacceptable. I find that XXXX 's lack of investigating this issue and trying to blame the problem on is not keeping this claim impartial and objective, and believe there is a bias against me. Upon stating my concerns and asking for additional information, such as access to XXXX account records, XXXX kept deferring my inquiry to the credit bureaus to resolve. The credit reporting agencies can not assist me with records and retention pertaining to the opening, closing, and maintenance of my checking and savings accounts with Wells Fargo. Upon expressing these concerns to XXXX, she hung up on me."
5206,"Wells fargo account number XXXX. I did purchase 2 gift cards for total of {$1000.00}. They were not given to me by the merchant. Wells fargo "" resolved '' my dispute by stating since I did purchase the gift cards I must pay for them. Buy if I have never received them why I need to pay for them??? XXXX XXXX"
5208,"Contacted Wells Fargo Bank numerous times by phone and in person to notify them that I want them to protect my financial information from being stolen. Requested Wells Fargo to NOT send sensitive credit card applications to my residence address because ID thieves steal the mail and open fraudulent credit accounts. To protect myself from ID theft, I have a more secure mailing address using a post office box at a US post office. Wells Fargo refuses to send sensitive mail ( which can be stolen by ID thieves to perpetrate ID theft and credit card fraud ) to my more secure mailing address. Wells Fargo refuses to protect my financial information."
5210,"I have a visa card with XXXX XXXX XXXX with {$1000.00} credit limit. I recently opened an account in Wells Fargo bank and requested credit card which was not approved due to "" serious delinquency ''. I do not shop online and dont use my credit card often either. I need to know what has happened. please inform me about the details."
5215,I got a credit card from Wells Fargo which I never applied for it
5216,"In XXXX,2017 I was online and saw an link to a card that would pay XXXX dollars for spending XXXX dollars in the first 90 day. I clicked on the link, it was wells fargo, I filled out the application and was accepted on line. I spent XXXX dollars in the card in the first month that I had the card. At the end of the first billing cycle in XXXX I checked my account and there was not a cash back reward, I called wells fargo and they told my it would be given to me in XXXX 2017 at the end of the 90 day intro. period. In XXXX when I checked wells fargo had only put XXXX dollars in my rewards account. I called wells fargo and inquired about the cash back rewards deposit. Wells fargo opened a case for me on the XXXX of XXXX and said it should be completed in 14 days. I called back on the about the XXXX of XXXX and it still had not been completed, and was told that it was real close to being completed. I then called back on the XXXX of XXXX and was told that it had not been completed yet. I asked to speak to a supervisor who gave me the same answer, and he told me that my case had been taken to the next level of the investigation. ( not sure what that means ) I told them both that this was not their fault, but was not very good customer service. After the lady gave me her reason for the case not being completed. I told her that I was going to file a complaint with the CFPB. and that what they were doing to customers was a bait and switch, At which time I told her was illegal and that I expected to have the XXXX dollars of the reward monies put into my rewards account by the XXXX of XXXX 2017. I  then reiterated that I was going to report them to the CFPB. Thank you for your time in looking into this matter. last four XXXX XXXX XXXX XXXX XXXX, USA ( XXXX )"
5222,Wells Fargo Opened a credit card account in my name and let someone charge over {$4000.00} worth of debt in less than a Month. I have been trying to resolve this issue for the last 9 months and they refuse to help me.
5226,"On XX/XX/2021 my credit card was charged for a total of about {$4200.00} for a hotel in XXXX and i was in the USA at the time of the transaction. at first they did reverse it while they did research but then it was back on my account. i disputed it multiple times and even did 2 appeals and they arent resolving it. they just keep sending me in circles saying theyll escalate it and that they will contact me before making a decision with further questions. I keep getting letters saying we tried to reach you so we closed your case and determined the charges are correct and you are responsible for paying it. I never got communications. i even verified all emails, addresses, and phone numbers. They said they have no record of anyone reaching out. I want this charge taken off because i shouldnt be charged or penalized for fraud that wasnt even me."
5227,"On XX/XX/21, my Wells Fargo Credit Card ending in XXXX had fraudulent charges from XXXX XXXX in XXXX XXXX. The first charge was for tickets in the amount of {$1700.00}. The second charge was for food vouchers in the amount of {$980.00}. I immediately called Well Fargo to report the charge and they closed my card ending in XXXX and issued a new card. On XX/XX/21 I received a voicemail from Wells Fargo to call them about my card that was closed. I immediately called back the number provided XXXX and spoke with a rep. She looked at my account and stated everything looked good and both charges are removed, account XXXX was closed and I verified I had no unauthorized charges on my new card. I few days later, I see the good voucher amount of {$980.00} posted back onto my new credit card and has a posting date of XX/XX/21 which I believe is incorrect due the the date I spoke with Well Fargo on XX/XX/21 and verified all charges and {$980.00} was not posted. I get a letter from Well Fargo stating they found the charge of {$980.00} to be valid. I have had Wells Fargo re open my case twice, asked for reasons they deemed food vouchers valid yet tickets purchased were identified as fraud. I have not received any paperwork showing their investigation and reasons. I have asked for a supervisor to call me and no return call. I recently opened a City of XXXX Police Report XXXX. I refuse to pay charges that I did not authorize. I feel Wells Fargo investigation department is not properly doing their research when they determine XXXX XXXX tickets were fraudulent, but food vouchers from XXXX XXXX are valid."
5228,"I am writing to contest the fees applied to the final payment on our XXXX XXXX unit purchased from XXXX XXXX. XXXX and XXXX on XX/XX/XXXX. XXXX for {$12000.00}. 
The Financing was provided by Wells Fargo. 
I final payment was due on XX/XX/XXXX. 
1. I wanted to submit the payment directly though their system but could get support.

2. I then called an agent who confirmed that I had plenty of time to get it through by the XXXX 
3. I submitted the final payment for {$7000.00} I received confirmation payment was received on XX/XX/XXXX. 
4. See attached email.

5. I had no other communication with Wells Fargo, nor did I expect any, until I received a letter postmarked letter With all of the new chargers. 
6. The first Customer Service representative who told me that my bank refused the payment. That was later confirmed to be a lie by another agent who said they had rejected it. 
7. When received the letter, I resent the payment the same day. 
8. I am enclosing a copy of the most recent statement and the confirmation of the payment. 
9. Demand a refund amount of {$3300.00} 10. I have enclosed the following documents : a. The Conformation email of the original payment on XXXX and the current account summary. 

I have details to prove that I paid on time."
5230,Well Fargo XXXX closed my account ending in XXXX and unable to reopen it with a zero balance I would like for this store reopen with a {$1000.00} credit limit .. company refused to reopen it
5232,"On Friday XX/XX/XXXX I called Wells Fargo from a phone number ( work ) in my profile to request a credit line increase. After validating my current / open account with the representative I was sent to underwriting ; were I revalidated my identity, so a credit report could be reviewed. Then I was transferred to the Fraud department and requested to further detail my identity. At this point I was unsure about answering the question "" what year was my house was built '' the agent stated I could call back in and redo the application process ; consequently, having a second credit report pulled. So I ended up guessing on the question, and was wrong, so they locked my account. I was advised I would need to take two pieces of ID into a Wells Fargo branch to validate my identity ; however, there are no Wells branches in Michigan. I was then advised to go to any bank. 
On MondayXX/XX/XXXX I went to my primary checking account institution and explained the ridiculous request to Member Services. I have banked with this institution for more than 20 years and not to my surprise they declined calling the Wells Fargo Fraud department and validating my Credit Card / ID info. I mean why would they, it is not their account. Frustrated I called Wells and filed a customer service complaint as I was investing more time than necessary. I even requested closing the account and was denied until the fraud lock was removed. 
Think about this - I validated my identity with Wells twice for an existing account, which was already established and cleared by the Fraud alert at the time of opening, more than five years ago. So they think some human broke into my office, sat down at my work desk and called My credit card to request a credit line increase. There verify identity with caller ID. 
After Filing the complaint I waited 24 hours without response. So again yesterday I tried 2 more Financial Institutions. XXXX and XXXX and was also both turned away stating this was not something they were comfortable doing. One Banker stated how do we now you did not steal the wallet. 
Even more frustrated I called Wells again on XX/XX/XXXX and requested to speak with a supervisor, I explained to him that I have tried to clear with three banks, tried to close my account, filed a customer complaint and requested an alternate option since they have no local branches in my state."
5236,"I requested a credit amount of {$79.00} to be mailed to me as a Check before closing my Wells Fargo credit card. They claimed that they put on the request at the end of XXXX ( I believe XX/XX/2021 ) and this will take 5 - 15 business days to reach me. Until now, I haven't received anything from them and they keep giving me the runaround whenever I call their customer service."
5237,I am a victim of identity theft. All of my accounts were compromised and my email addresses and phone numbers. My social was compromised as well as my EIN number.I contacted Wella fargo to update information I was not successful in getting assistance with updating my information even though I stated over a recorded line that I was a victim of identity theft I was not assisted in changing my username or password.
5244,I need your help in order to get in touch with my bank and try to solve my problem. I would like my Wells Fargo Business Card to please investigate all charges made by a company called XXXX XXXX. This company failed to provide the services that I paid them for. I paid them {$1000.00} on XXXX/XXXX/XXXX and also on XXXX/XXXX/XXXX {$5000.00}. I already tried to dispute with my credit card company but I do not appreciate the way they treated me and disregard my wishes stating that was past 60 days. I never got my services rendered and it is very hard to do anything in the first 60 days when the company you paid for the services is stringing you along. Thank you
5245,"On XX/XX/XXXX Wells Fargo charged a {$50.00} "" REWARDS ANNUAL MEMBERSHIP FEE '' on a credit card which they stated had no annual FEE. The fee was charged to a card that had not even been activated in my business account. If it were not due to my diligent inspection of my account I would have also accumulated interest fees. When I called to report card fraud for transactions made to my account without my permission they refused to allow me to either electronically ( disabled in their system ) or over the phone submit a fraud claim. They were willing to "" provide a credit for the fee '' stating that this was a "" system error '' as if they were doing me a favor. <P/>My primary concern is for other customers who will fall victim to deception intended to result in financial or personal gain by an institution paid for the service of protecting their financial interest."
5246,"On XXXX XXXX, I applied for a credit limit increase for {$12000.00} on WELLS CARGO ACTIVE CASH CARD and was denied an extension of credit by WELLS FARGO."
5249,"I have been paying my monthly payments on time but because of the covid-19 I couldn't finish pay it in the 12 months free of interest in XXXX I called the bank and they extend for 2 months more but my husband and I got XXXX  and we couldn't complete paying the amount. My credit amount was XXXX and I had 12 months to pay but in XX/XX/XXXX, my balance was still XXXX and the bank is charging me XXXX dollars only in interest. I don't have the money to pay all that, I spoke with the bank to see if They can charge interest only in the amount that I have XXXX because I haven't been working but I still made my payments on time but They want to charge interest on the total amount of XXXX because in the contract I signed it was explained about that."
5252,"I filed credit card disputes with Wells Fargo VISA and XXXX XXXX after I bought an extendable dining table that was defective. XXXX XXXX  dispute investigation determined that XXXX XXXX violated VISAs policies and I was refunded the full amount of the {$1800.00} charge used for the down payment for the table. However, following 2 Wells Fargo VISA dispute investigations, I was told, We are unable to obtain a refund on your behalf because your dispute falls within the merchants pricing and policies, which we have no authority to change. When I asked for clarification, they were unable to give me a satisfactory explanation. So, I filed a complaint with CFPB. The response from Wells Fargo following that investigation was I did not have a 3rd party who works with furniture to verify the table was defective. As a result, I contacted Signature Designer Services the company that delivered and returned the table. I spoke to the owner XXXX XXXX ( XXXX ). She recalled the situation immediately. I obtained and attached a letter from her verifying the table was defective.
Signature Design Services delivered the dining table on XXXX/XXXX/2016 and after working for 2 hours their 2 professionals were unable to successfully assemble the extendable dining table. While being extended out, the sections scraped together which would eventually cause damage to the tabletop and they were unable to level the sections of the tabletop so you could safely put a glass down without it being so unstable that it could tip over. The following week, I allowed XXXX to send technicians to my house to attempt to again assembly of the table ( I was not told there was a different technician on vacation or I would have waited for that person ) but after 2 more hours encountered they same problems as previously. I was told my the manager, XXXX, that they would order me a new table.
Feeling uncertain of the quality of the table, the fragile mechanism which extends the table and the fact that I specifically asked the designer for a table I could extend myself ( which Im unable to do with this table as it has to be moved to center it in the room ), I didnt want to reorder another as offered. I called XXXX, the owner of XXXX XXXX to tell her I didnt want the same table replaced. She became defensive, confrontational and argumentative. I felt bullied. She informed me I would have to pay a 30 % restocking fee if I returned the table. I told her I didnt feel I should have to pay a restocking fee for a defective table, this is not typically done.
On XXXX XXXX 2016, XXXX XXXX XXXX came to return the table and were unable to get the table apart, so after 2 hours they turned the table on its side and dragged it out on a blanket.
After the table was returned and the credit card disputes were already filed to get my restocking fee of approx. {$1100.00} back ... weeks later, I received emails ( XX/XX/XXXXto waive extra fees & XX/XX/XXXX to select any other merchandise ) that XXXX was willing to accommodate me and find resolution. By this time, she had destroyed any possible working relationship with her abusive communication and I had already started working with other companies to purchase a table. The merchant gave Wells Fargo many responses that were untrue with the timeline, my responses, phone calls she made to me and conversations that never took place. I worked with the merchant as best I could with what was offered to me at the time it was offered.
As of now, XXXX XXXX has the full amount of {$1800.00} I charged on my Wells Fargo VISA for the remaining balance and they have possession of the dining table.
Although my invoice reads Final sale, I do n't believe this is meant for defective items as receiving a defective item would be a breach of warranty. The invoice does not state return policy of defective items, so I do n't feel I should have to take a store credit that was offered to me weeks after the return.
I am reaching out for your assistance to help me resolve this situation with Wells Fargo VISA."
5253,"XXXX XXXX ACCOUNT XXXX FROM WELLS FARGO WAS OPENED BY ME AHEAD OF MY MOVING TO TEMPORARILY LIVE WITH MY SISTER IN NORTH CAROLINA XXXX WELLS FARGO REQUESTED MY SOCIAL SECURITY CARD COPY FOUR TIMES, FIRST REQUESTING I FAX IT TO A NUMBER IN XXXX, THEN THREE ADDITIONAL TIMES TO A TOLL-FREE NUMBER. EVERY SINGLE TIME, THEY CLAIMED TO HAVE NOT RECEIVED IT. THE FINAL TIME, I FAXED IT FROM MY MOBILE PHONE USING XXXX AND SENT IT EIGHT TIMES TO ENSURE THEY RECEIVED IT. UPON RECEIVING THE CARD, I DISCOVERED IT WAS INACTIVE AND UNABLE TO BE USED. WHEN CALLING WELLS FARGO ON X/XX/2017 AT XXXX HRS AND THEN AGAIN AT XXXX HRS, THEY REFUSED TO CLOSE THE ACCOUNT UPON MY REQUEST. WELLS FARGO REPRESENTATIVES RESPONDED WITH "" YOU HAVE TO SHOW YOUR ID AND FIVE FORMS OF ADDRESS VERIFICATION TO CLOSE THE ACCOUNT AT A WELLS FARGO BRANCH ''. AFTER INFORMING THE REPRESENTATIVE OF THE CARD ACT AND THAT THE LENDER ( WELLS FARGO ) IS OBLIGATED TO CLOSE THE ACCOUNT WHEN THE CUSTOMER REQUESTS IT, THEY REFUSED. I HAVE A WELL ESTABLISHED RECORD WITH XXXX, XXXX, XXXX XXXX AS WELL AS XXXX XXXX AND HAVE NEVER ENCOUNTERED PROBLEMS AS I AM ENCOUNTERING WITH WELLS FARGO."
5258,"I applied for a Wells Fargo Secured Credit Card on XX/XX/XXXX with the intention to establish a credit history and graduate to an unsecured WF credit card as soon as possible. When I applied for the Wells Fargo Secured Credit Card, neither the Account Agreement nor the Terms and Conditions specified any restrictions on the eligibility for an upgrade to an unsecured WF card. On XX/XX/XXXX, after almost three years with the card and multiple contacts with WF customer service confirming that nothing on the account speaks against an upgrade of the account and asking for more patience, WF still has not upgraded the account. This appears to be due to a clandestine addition of restrictions on upgrade eligibility to the Account Agreement and Terms and Conditions by Wells Fargo without informing customers of these restrictions. Specifically, WF added a clause rendering individuals who are not "" U.S. Citizens or Permanent Resident Aliens '' ineligible for upgrades. 

The attached files are the Wells Fargo Secured Credit Card Account Agreement that WF provided to the CFPB which does not include any language on upgrade eligibility, the current Account Agreement provided on WF 's website as of XX/XX/XXXX which does list such restrictions, the Terms and Conditions at time of application for the account ( XX/XX/XXXX ),  and files that document the timing at which upgrade eligibility criteria where added to the Terms and Conditions ( XX/XX/XXXX ) and to the Account Agreement ( XX/XX/XXXX )."
5259,On XX/XX/2021 Wells Fargo added a Bank adjustment in the amount of {$61.00} listed as other miscellaneous purchases and the modes were not available. My account has a XXXX  balance. I need to know why Wells Fargo put this amount {$61.00} see attached
